RATCAT_C,IMPNUM_C,IMPINCFLG_C,RECTYPE,POVRATTC_C,HHX
11,8,0,40,3.81,H031764
11,9,0,40,3.81,H031764
11,10,0,40,3.81,H031764
12,1,0,40,4.19,H011755
12,2,0,40,4.19,H011755
12,3,0,40,4.19,H011755
12,4,0,40,4.19,H011755
12,5,0,40,4.19,H011755
12,6,0,40,4.19,H011755
12,7,0,40,4.19,H011755
12,8,0,40,4.19,H011755
12,9,0,40,4.19,H011755
12,10,0,40,4.19,H011755
5,1,0,40,1.45,H035159
5,2,0,40,1.45,H035159
5,3,0,40,1.45,H035159
5,4,0,40,1.45,H035159
5,5,0,40,1.45,H035159
5,6,0,40,1.45,H035159
5,7,0,40,1.45,H035159
5,8,0,40,1.45,H035159
5,9,0,40,1.45,H035159
5,10,0,40,1.45,H035159
14,1,0,40,5.05,H065616
14,2,0,40,5.05,H065616
14,3,0,40,5.05,H065616
14,4,0,40,5.05,H065616
14,5,0,40,5.05,H065616
14,6,0,40,5.05,H065616
14,7,0,40,5.05,H065616
14,8,0,40,5.05,H065616
14,9,0,40,5.05,H065616
14,10,0,40,5.05,H065616
14,1,0,40,5.74,H036471
14,2,0,40,5.74,H036471
14,3,0,40,5.74,H036471
14,4,0,40,5.74,H036471
14,5,0,40,5.74,H036471
14,6,0,40,5.74,H036471
14,7,0,40,5.74,H036471
14,8,0,40,5.74,H036471
14,9,0,40,5.74,H036471
14,10,0,40,5.74,H036471
14,1,0,40,7.89,H053310
14,2,0,40,7.89,H053310
14,3,0,40,7.89,H053310
14,4,0,40,7.89,H053310
14,5,0,40,7.89,H053310
14,6,0,40,7.89,H053310
14,7,0,40,7.89,H053310
14,8,0,40,7.89,H053310
14,9,0,40,7.89,H053310
14,10,0,40,7.89,H053310
12,1,0,40,4.33,H016041
12,2,0,40,4.33,H016041
12,3,0,40,4.33,H016041
12,4,0,40,4.33,H016041
12,5,0,40,4.33,H016041
12,6,0,40,4.33,H016041
12,7,0,40,4.33,H016041
12,8,0,40,4.33,H016041
12,9,0,40,4.33,H016041
12,10,0,40,4.33,H016041
10,1,2,40,3.30,H039067
11,2,2,40,3.72,H039067
10,3,2,40,3.32,H039067
11,4,2,40,3.88,H039067
10,5,2,40,3.23,H039067
10,6,2,40,3.33,H039067
10,7,2,40,3.34,H039067
10,8,2,40,3.39,H039067
10,9,2,40,3.38,H039067
10,10,2,40,3.23,H039067
6,1,0,40,1.68,H000221
6,2,0,40,1.68,H000221
6,3,0,40,1.68,H000221
6,4,0,40,1.68,H000221
6,5,0,40,1.68,H000221
6,6,0,40,1.68,H000221
6,7,0,40,1.68,H000221
6,8,0,40,1.68,H000221
6,9,0,40,1.68,H000221
6,10,0,40,1.68,H000221
11,1,0,40,3.67,H002458
11,2,0,40,3.67,H002458
11,3,0,40,3.67,H002458
11,4,0,40,3.67,H002458
11,5,0,40,3.67,H002458
11,6,0,40,3.67,H002458
11,7,0,40,3.67,H002458
11,8,0,40,3.67,H002458
11,9,0,40,3.67,H002458
11,10,0,40,3.67,H002458
14,1,0,40,7.68,H027687
14,2,0,40,7.68,H027687
14,3,0,40,7.68,H027687
14,4,0,40,7.68,H027687
14,5,0,40,7.68,H027687
14,6,0,40,7.68,H027687
14,7,0,40,7.68,H027687
14,8,0,40,7.68,H027687
14,9,0,40,7.68,H027687
14,10,0,40,7.68,H027687
6,1,0,40,1.73,H043353
6,2,0,40,1.73,H043353
6,3,0,40,1.73,H043353
6,4,0,40,1.73,H043353
6,5,0,40,1.73,H043353
6,6,0,40,1.73,H043353
6,7,0,40,1.73,H043353
6,8,0,40,1.73,H043353
6,9,0,40,1.73,H043353
6,10,0,40,1.73,H043353
6,1,0,40,1.57,H051709
6,2,0,40,1.57,H051709
6,3,0,40,1.57,H051709
6,4,0,40,1.57,H051709
6,5,0,40,1.57,H051709
6,6,0,40,1.57,H051709
6,7,0,40,1.57,H051709
6,8,0,40,1.57,H051709
6,9,0,40,1.57,H051709
6,10,0,40,1.57,H051709
8,1,0,40,2.10,H046540
8,2,0,40,2.10,H046540
8,3,0,40,2.10,H046540
8,4,0,40,2.10,H046540
8,5,0,40,2.10,H046540
8,6,0,40,2.10,H046540
8,7,0,40,2.10,H046540
8,8,0,40,2.10,H046540
8,9,0,40,2.10,H046540
8,10,0,40,2.10,H046540
7,1,0,40,1.94,H015782
7,2,0,40,1.94,H015782
7,3,0,40,1.94,H015782
7,4,0,40,1.94,H015782
7,5,0,40,1.94,H015782
7,6,0,40,1.94,H015782
7,7,0,40,1.94,H015782
7,8,0,40,1.94,H015782
7,9,0,40,1.94,H015782
7,10,0,40,1.94,H015782
6,1,0,40,1.68,H020299
6,2,0,40,1.68,H020299
6,3,0,40,1.68,H020299
6,4,0,40,1.68,H020299
6,5,0,40,1.68,H020299
6,6,0,40,1.68,H020299
6,7,0,40,1.68,H020299
6,8,0,40,1.68,H020299
6,9,0,40,1.68,H020299
6,10,0,40,1.68,H020299
10,1,0,40,3.15,H035937
10,2,0,40,3.15,H035937
10,3,0,40,3.15,H035937
10,4,0,40,3.15,H035937
10,5,0,40,3.15,H035937
10,6,0,40,3.15,H035937
10,7,0,40,3.15,H035937
10,8,0,40,3.15,H035937
10,9,0,40,3.15,H035937
10,10,0,40,3.15,H035937
12,1,0,40,4.43,H005677
12,2,0,40,4.43,H005677
12,3,0,40,4.43,H005677
12,4,0,40,4.43,H005677
12,5,0,40,4.43,H005677
12,6,0,40,4.43,H005677
12,7,0,40,4.43,H005677
12,8,0,40,4.43,H005677
12,9,0,40,4.43,H005677
12,10,0,40,4.43,H005677
14,1,0,40,6.50,H006631
14,2,0,40,6.50,H006631
14,3,0,40,6.50,H006631
14,4,0,40,6.50,H006631
14,5,0,40,6.50,H006631
14,6,0,40,6.50,H006631
14,7,0,40,6.50,H006631
14,8,0,40,6.50,H006631
14,9,0,40,6.50,H006631
14,10,0,40,6.50,H006631
13,1,0,40,4.76,H033957
13,2,0,40,4.76,H033957
13,3,0,40,4.76,H033957
13,4,0,40,4.76,H033957
13,5,0,40,4.76,H033957
13,6,0,40,4.76,H033957
13,7,0,40,4.76,H033957
13,8,0,40,4.76,H033957
13,9,0,40,4.76,H033957
13,10,0,40,4.76,H033957
9,1,0,40,2.85,H019248
9,2,0,40,2.85,H019248
9,3,0,40,2.85,H019248
9,4,0,40,2.85,H019248
9,5,0,40,2.85,H019248
9,6,0,40,2.85,H019248
9,7,0,40,2.85,H019248
9,8,0,40,2.85,H019248
9,9,0,40,2.85,H019248
9,10,0,40,2.85,H019248
8,1,0,40,2.35,H051711
8,2,0,40,2.35,H051711
8,3,0,40,2.35,H051711
8,4,0,40,2.35,H051711
8,5,0,40,2.35,H051711
8,6,0,40,2.35,H051711
8,7,0,40,2.35,H051711
8,8,0,40,2.35,H051711
8,9,0,40,2.35,H051711
8,10,0,40,2.35,H051711
6,1,2,40,1.65,H067245
6,2,2,40,1.74,H067245
6,3,2,40,1.67,H067245
6,4,2,40,1.74,H067245
7,5,2,40,1.82,H067245
7,6,2,40,1.80,H067245
6,7,2,40,1.52,H067245
7,8,2,40,1.79,H067245
7,9,2,40,1.90,H067245
7,10,2,40,1.90,H067245
8,1,2,40,2.25,H007337
5,2,2,40,1.43,H007337
8,3,2,40,2.38,H007337
8,4,2,40,2.38,H007337
7,5,2,40,1.91,H007337
6,6,2,40,1.67,H007337
8,7,2,40,2.32,H007337
6,8,2,40,1.67,H007337
6,9,2,40,1.71,H007337
5,10,2,40,1.44,H007337
3,1,2,40,0.96,H047728
3,2,2,40,0.95,H047728
3,3,2,40,0.99,H047728
3,4,2,40,0.99,H047728
3,5,2,40,0.98,H047728
3,6,2,40,0.98,H047728
3,7,2,40,0.97,H047728
3,8,2,40,0.94,H047728
3,9,2,40,0.96,H047728
3,10,2,40,0.97,H047728
8,1,0,40,2.26,H046127
8,2,0,40,2.26,H046127
8,3,0,40,2.26,H046127
8,4,0,40,2.26,H046127
8,5,0,40,2.26,H046127
8,6,0,40,2.26,H046127
8,7,0,40,2.26,H046127
8,8,0,40,2.26,H046127
8,9,0,40,2.26,H046127
8,10,0,40,2.26,H046127
10,1,0,40,3.23,H030567
10,2,0,40,3.23,H030567
10,3,0,40,3.23,H030567
10,4,0,40,3.23,H030567
10,5,0,40,3.23,H030567
10,6,0,40,3.23,H030567
10,7,0,40,3.23,H030567
10,8,0,40,3.23,H030567
10,9,0,40,3.23,H030567
10,10,0,40,3.23,H030567
10,1,2,40,3.13,H027832
9,2,2,40,2.85,H027832
10,3,2,40,3.39,H027832
10,4,2,40,3.23,H027832
10,5,2,40,3.08,H027832
9,6,2,40,2.88,H027832
10,7,2,40,3.23,H027832
11,8,2,40,3.81,H027832
9,9,2,40,2.85,H027832
10,10,2,40,3.16,H027832
8,1,0,40,2.26,H043048
8,2,0,40,2.26,H043048
8,3,0,40,2.26,H043048
8,4,0,40,2.26,H043048
8,5,0,40,2.26,H043048
8,6,0,40,2.26,H043048
8,7,0,40,2.26,H043048
8,8,0,40,2.26,H043048
8,9,0,40,2.26,H043048
8,10,0,40,2.26,H043048
8,1,0,40,2.49,H026838
8,2,0,40,2.49,H026838
8,3,0,40,2.49,H026838
8,4,0,40,2.49,H026838
8,5,0,40,2.49,H026838
8,6,0,40,2.49,H026838
8,7,0,40,2.49,H026838
8,8,0,40,2.49,H026838
8,9,0,40,2.49,H026838
8,10,0,40,2.49,H026838
14,1,0,40,7.44,H010054
14,2,0,40,7.44,H010054
14,3,0,40,7.44,H010054
14,4,0,40,7.44,H010054
14,5,0,40,7.44,H010054
14,6,0,40,7.44,H010054
14,7,0,40,7.44,H010054
14,8,0,40,7.44,H010054
14,9,0,40,7.44,H010054
14,10,0,40,7.44,H010054
11,1,0,40,3.94,H010345
11,2,0,40,3.94,H010345
11,3,0,40,3.94,H010345
11,4,0,40,3.94,H010345
11,5,0,40,3.94,H010345
11,6,0,40,3.94,H010345
11,7,0,40,3.94,H010345
11,8,0,40,3.94,H010345
11,9,0,40,3.94,H010345
11,10,0,40,3.94,H010345
10,1,0,40,3.23,H009223
10,2,0,40,3.23,H009223
10,3,0,40,3.23,H009223
10,4,0,40,3.23,H009223
10,5,0,40,3.23,H009223
10,6,0,40,3.23,H009223
10,7,0,40,3.23,H009223
10,8,0,40,3.23,H009223
10,9,0,40,3.23,H009223
10,10,0,40,3.23,H009223
3,1,1,40,0.97,H032870
12,2,1,40,4.20,H032870
11,3,1,40,3.56,H032870
11,4,1,40,3.88,H032870
10,5,1,40,3.23,H032870
13,6,1,40,4.85,H032870
6,7,1,40,1.61,H032870
9,8,1,40,2.59,H032870
7,9,1,40,1.78,H032870
14,10,1,40,5.01,H032870
9,1,0,40,2.91,H055464
9,2,0,40,2.91,H055464
9,3,0,40,2.91,H055464
9,4,0,40,2.91,H055464
9,5,0,40,2.91,H055464
9,6,0,40,2.91,H055464
9,7,0,40,2.91,H055464
9,8,0,40,2.91,H055464
9,9,0,40,2.91,H055464
9,10,0,40,2.91,H055464
3,1,2,40,0.99,H000461
5,2,2,40,1.29,H000461
1,3,2,40,0.34,H000461
7,4,2,40,1.90,H000461
3,5,2,40,0.87,H000461
3,6,2,40,0.87,H000461
3,7,2,40,0.91,H000461
2,8,2,40,0.57,H000461
8,9,2,40,2.47,H000461
3,10,2,40,0.83,H000461
14,1,0,40,7.20,H009193
14,2,0,40,7.20,H009193
14,3,0,40,7.20,H009193
14,4,0,40,7.20,H009193
14,5,0,40,7.20,H009193
14,6,0,40,7.20,H009193
14,7,0,40,7.20,H009193
14,8,0,40,7.20,H009193
14,9,0,40,7.20,H009193
14,10,0,40,7.20,H009193
14,1,2,40,11.00,H037789
11,2,2,40,3.60,H037789
12,3,2,40,4.32,H037789
14,4,2,40,11.00,H037789
14,5,2,40,9.60,H037789
14,6,2,40,6.72,H037789
14,7,2,40,6.96,H037789
14,8,2,40,8.40,H037789
14,9,2,40,5.76,H037789
11,10,2,40,3.60,H037789
6,1,1,40,1.74,H036117
10,2,1,40,3.36,H036117
9,3,1,40,2.69,H036117
13,4,1,40,4.97,H036117
14,5,1,40,6.72,H036117
13,6,1,40,4.84,H036117
8,7,1,40,2.09,H036117
14,8,1,40,5.38,H036117
11,9,1,40,3.76,H036117
10,10,1,40,3.49,H036117
14,1,0,40,5.61,H066037
14,2,0,40,5.61,H066037
14,3,0,40,5.61,H066037
14,4,0,40,5.61,H066037
14,5,0,40,5.61,H066037
14,6,0,40,5.61,H066037
14,7,0,40,5.61,H066037
14,8,0,40,5.61,H066037
14,9,0,40,5.61,H066037
14,10,0,40,5.61,H066037
11,1,0,40,3.88,H059602
11,2,0,40,3.88,H059602
11,3,0,40,3.88,H059602
11,4,0,40,3.88,H059602
11,5,0,40,3.88,H059602
11,6,0,40,3.88,H059602
11,7,0,40,3.88,H059602
11,8,0,40,3.88,H059602
11,9,0,40,3.88,H059602
11,10,0,40,3.88,H059602
14,1,0,40,5.33,H030778
14,2,0,40,5.33,H030778
14,3,0,40,5.33,H030778
14,4,0,40,5.33,H030778
14,5,0,40,5.33,H030778
14,6,0,40,5.33,H030778
14,7,0,40,5.33,H030778
14,8,0,40,5.33,H030778
14,9,0,40,5.33,H030778
14,10,0,40,5.33,H030778
14,1,2,40,11.00,H040150
14,2,2,40,8.36,H040150
14,3,2,40,8.40,H040150
14,4,2,40,8.64,H040150
14,5,2,40,7.80,H040150
14,6,2,40,11.00,H040150
14,7,2,40,9.60,H040150
14,8,2,40,8.22,H040150
14,9,2,40,11.00,H040150
14,10,2,40,7.82,H040150
14,1,2,40,9.60,H020048
14,2,2,40,7.71,H020048
14,3,2,40,7.64,H020048
14,4,2,40,7.20,H020048
14,5,2,40,6.24,H020048
14,6,2,40,8.00,H020048
14,7,2,40,7.68,H020048
14,8,2,40,7.28,H020048
14,9,2,40,11.00,H020048
14,10,2,40,7.94,H020048
14,1,0,40,6.09,H029845
14,2,0,40,6.09,H029845
14,3,0,40,6.09,H029845
14,4,0,40,6.09,H029845
14,5,0,40,6.09,H029845
14,6,0,40,6.09,H029845
14,7,0,40,6.09,H029845
14,8,0,40,6.09,H029845
14,9,0,40,6.09,H029845
14,10,0,40,6.09,H029845
14,1,2,40,8.52,H013030
14,2,2,40,11.00,H013030
14,3,2,40,11.00,H013030
14,4,2,40,11.00,H013030
14,5,2,40,11.00,H013030
14,6,2,40,9.55,H013030
14,7,2,40,10.56,H013030
14,8,2,40,9.60,H013030
14,9,2,40,11.00,H013030
14,10,2,40,11.00,H013030
9,1,0,40,2.91,H054530
9,2,0,40,2.91,H054530
9,3,0,40,2.91,H054530
9,4,0,40,2.91,H054530
9,5,0,40,2.91,H054530
9,6,0,40,2.91,H054530
9,7,0,40,2.91,H054530
9,8,0,40,2.91,H054530
9,9,0,40,2.91,H054530
9,10,0,40,2.91,H054530
6,1,0,40,1.55,H006074
6,2,0,40,1.55,H006074
6,3,0,40,1.55,H006074
6,4,0,40,1.55,H006074
6,5,0,40,1.55,H006074
6,6,0,40,1.55,H006074
6,7,0,40,1.55,H006074
6,8,0,40,1.55,H006074
6,9,0,40,1.55,H006074
6,10,0,40,1.55,H006074
8,1,0,40,2.10,H005583
8,2,0,40,2.10,H005583
8,3,0,40,2.10,H005583
8,4,0,40,2.10,H005583
8,5,0,40,2.10,H005583
8,6,0,40,2.10,H005583
8,7,0,40,2.10,H005583
8,8,0,40,2.10,H005583
8,9,0,40,2.10,H005583
8,10,0,40,2.10,H005583
3,1,0,40,0.78,H045612
3,2,0,40,0.78,H045612
3,3,0,40,0.78,H045612
3,4,0,40,0.78,H045612
3,5,0,40,0.78,H045612
3,6,0,40,0.78,H045612
3,7,0,40,0.78,H045612
3,8,0,40,0.78,H045612
3,9,0,40,0.78,H045612
3,10,0,40,0.78,H045612
8,1,0,40,2.05,H065500
8,2,0,40,2.05,H065500
8,3,0,40,2.05,H065500
8,4,0,40,2.05,H065500
8,5,0,40,2.05,H065500
8,6,0,40,2.05,H065500
8,7,0,40,2.05,H065500
8,8,0,40,2.05,H065500
8,9,0,40,2.05,H065500
8,10,0,40,2.05,H065500
12,1,0,40,4.08,H006160
12,2,0,40,4.08,H006160
12,3,0,40,4.08,H006160
12,4,0,40,4.08,H006160
12,5,0,40,4.08,H006160
12,6,0,40,4.08,H006160
12,7,0,40,4.08,H006160
12,8,0,40,4.08,H006160
12,9,0,40,4.08,H006160
12,10,0,40,4.08,H006160
11,1,0,40,3.75,H048822
11,2,0,40,3.75,H048822
11,3,0,40,3.75,H048822
11,4,0,40,3.75,H048822
11,5,0,40,3.75,H048822
11,6,0,40,3.75,H048822
11,7,0,40,3.75,H048822
11,8,0,40,3.75,H048822
11,9,0,40,3.75,H048822
11,10,0,40,3.75,H048822
10,1,0,40,3.12,H064251
10,2,0,40,3.12,H064251
10,3,0,40,3.12,H064251
10,4,0,40,3.12,H064251
10,5,0,40,3.12,H064251
10,6,0,40,3.12,H064251
10,7,0,40,3.12,H064251
10,8,0,40,3.12,H064251
10,9,0,40,3.12,H064251
10,10,0,40,3.12,H064251
8,1,0,40,2.24,H030459
8,2,0,40,2.24,H030459
8,3,0,40,2.24,H030459
8,4,0,40,2.24,H030459
8,5,0,40,2.24,H030459
8,6,0,40,2.24,H030459
8,7,0,40,2.24,H030459
8,8,0,40,2.24,H030459
8,9,0,40,2.24,H030459
8,10,0,40,2.24,H030459
11,1,0,40,3.81,H011747
11,2,0,40,3.81,H011747
11,3,0,40,3.81,H011747
11,4,0,40,3.81,H011747
11,5,0,40,3.81,H011747
11,6,0,40,3.81,H011747
11,7,0,40,3.81,H011747
11,8,0,40,3.81,H011747
11,9,0,40,3.81,H011747
11,10,0,40,3.81,H011747
2,1,0,40,0.69,H024439
2,2,0,40,0.69,H024439
2,3,0,40,0.69,H024439
2,4,0,40,0.69,H024439
2,5,0,40,0.69,H024439
2,6,0,40,0.69,H024439
2,7,0,40,0.69,H024439
2,8,0,40,0.69,H024439
2,9,0,40,0.69,H024439
2,10,0,40,0.69,H024439
7,1,2,40,1.96,H002605
7,2,2,40,1.94,H002605
7,3,2,40,1.92,H002605
7,4,2,40,1.97,H002605
7,5,2,40,1.95,H002605
7,6,2,40,1.93,H002605
7,7,2,40,1.99,H002605
7,8,2,40,1.82,H002605
7,9,2,40,1.94,H002605
7,10,2,40,1.95,H002605
3,1,0,40,0.75,H052258
3,2,0,40,0.75,H052258
3,3,0,40,0.75,H052258
3,4,0,40,0.75,H052258
3,5,0,40,0.75,H052258
3,6,0,40,0.75,H052258
3,7,0,40,0.75,H052258
3,8,0,40,0.75,H052258
3,9,0,40,0.75,H052258
3,10,0,40,0.75,H052258
2,1,0,40,0.70,H012965
2,2,0,40,0.70,H012965
2,3,0,40,0.70,H012965
2,4,0,40,0.70,H012965
2,5,0,40,0.70,H012965
2,6,0,40,0.70,H012965
2,7,0,40,0.70,H012965
2,8,0,40,0.70,H012965
2,9,0,40,0.70,H012965
2,10,0,40,0.70,H012965
11,1,0,40,3.64,H022120
11,2,0,40,3.64,H022120
11,3,0,40,3.64,H022120
11,4,0,40,3.64,H022120
11,5,0,40,3.64,H022120
11,6,0,40,3.64,H022120
11,7,0,40,3.64,H022120
11,8,0,40,3.64,H022120
11,9,0,40,3.64,H022120
11,10,0,40,3.64,H022120
3,1,0,40,0.95,H059106
3,2,0,40,0.95,H059106
3,3,0,40,0.95,H059106
3,4,0,40,0.95,H059106
3,5,0,40,0.95,H059106
3,6,0,40,0.95,H059106
3,7,0,40,0.95,H059106
3,8,0,40,0.95,H059106
3,9,0,40,0.95,H059106
3,10,0,40,0.95,H059106
9,1,0,40,2.66,H037186
9,2,0,40,2.66,H037186
9,3,0,40,2.66,H037186
9,4,0,40,2.66,H037186
9,5,0,40,2.66,H037186
9,6,0,40,2.66,H037186
9,7,0,40,2.66,H037186
9,8,0,40,2.66,H037186
9,9,0,40,2.66,H037186
9,10,0,40,2.66,H037186
7,1,0,40,1.98,H048439
7,2,0,40,1.98,H048439
7,3,0,40,1.98,H048439
7,4,0,40,1.98,H048439
7,5,0,40,1.98,H048439
7,6,0,40,1.98,H048439
7,7,0,40,1.98,H048439
7,8,0,40,1.98,H048439
7,9,0,40,1.98,H048439
7,10,0,40,1.98,H048439
2,1,0,40,0.67,H022894
2,2,0,40,0.67,H022894
2,3,0,40,0.67,H022894
2,4,0,40,0.67,H022894
2,5,0,40,0.67,H022894
2,6,0,40,0.67,H022894
2,7,0,40,0.67,H022894
2,8,0,40,0.67,H022894
2,9,0,40,0.67,H022894
2,10,0,40,0.67,H022894
9,1,0,40,2.52,H048229
9,2,0,40,2.52,H048229
9,3,0,40,2.52,H048229
9,4,0,40,2.52,H048229
9,5,0,40,2.52,H048229
9,6,0,40,2.52,H048229
9,7,0,40,2.52,H048229
9,8,0,40,2.52,H048229
9,9,0,40,2.52,H048229
9,10,0,40,2.52,H048229
3,1,2,40,0.98,H053702
3,2,2,40,0.98,H053702
3,3,2,40,0.99,H053702
3,4,2,40,0.99,H053702
1,5,2,40,0.13,H053702
2,6,2,40,0.66,H053702
2,7,2,40,0.74,H053702
3,8,2,40,0.77,H053702
3,9,2,40,0.99,H053702
3,10,2,40,0.92,H053702
10,1,1,40,3.04,H038812
8,2,1,40,2.47,H038812
10,3,1,40,3.42,H038812
11,4,1,40,3.61,H038812
13,5,1,40,4.57,H038812
12,6,1,40,4.19,H038812
14,7,1,40,6.66,H038812
14,8,1,40,6.28,H038812
14,9,1,40,8.49,H038812
6,10,1,40,1.60,H038812
14,1,0,40,5.04,H025789
14,2,0,40,5.04,H025789
14,3,0,40,5.04,H025789
14,4,0,40,5.04,H025789
14,5,0,40,5.04,H025789
14,6,0,40,5.04,H025789
14,7,0,40,5.04,H025789
14,8,0,40,5.04,H025789
14,9,0,40,5.04,H025789
14,10,0,40,5.04,H025789
3,1,2,40,0.98,H057589
1,2,2,40,0.42,H057589
2,3,2,40,0.61,H057589
3,4,2,40,0.97,H057589
3,5,2,40,0.95,H057589
3,6,2,40,0.98,H057589
2,7,2,40,0.71,H057589
1,8,2,40,0.47,H057589
3,9,2,40,0.93,H057589
2,10,2,40,0.51,H057589
11,1,0,40,3.98,H004512
11,2,0,40,3.98,H004512
11,3,0,40,3.98,H004512
11,4,0,40,3.98,H004512
11,5,0,40,3.98,H004512
11,6,0,40,3.98,H004512
11,7,0,40,3.98,H004512
11,8,0,40,3.98,H004512
11,9,0,40,3.98,H004512
11,10,0,40,3.98,H004512
6,1,0,40,1.61,H059152
6,2,0,40,1.61,H059152
6,3,0,40,1.61,H059152
6,4,0,40,1.61,H059152
6,5,0,40,1.61,H059152
6,6,0,40,1.61,H059152
6,7,0,40,1.61,H059152
6,8,0,40,1.61,H059152
6,9,0,40,1.61,H059152
6,10,0,40,1.61,H059152
14,1,0,40,5.75,H026347
14,2,0,40,5.75,H026347
14,3,0,40,5.75,H026347
14,4,0,40,5.75,H026347
14,5,0,40,5.75,H026347
14,6,0,40,5.75,H026347
14,7,0,40,5.75,H026347
14,8,0,40,5.75,H026347
14,9,0,40,5.75,H026347
14,10,0,40,5.75,H026347
10,1,0,40,3.04,H017135
10,2,0,40,3.04,H017135
10,3,0,40,3.04,H017135
10,4,0,40,3.04,H017135
10,5,0,40,3.04,H017135
10,6,0,40,3.04,H017135
10,7,0,40,3.04,H017135
10,8,0,40,3.04,H017135
10,9,0,40,3.04,H017135
10,10,0,40,3.04,H017135
14,1,0,40,8.57,H019842
14,2,0,40,8.57,H019842
14,3,0,40,8.57,H019842
14,4,0,40,8.57,H019842
14,5,0,40,8.57,H019842
14,6,0,40,8.57,H019842
14,7,0,40,8.57,H019842
14,8,0,40,8.57,H019842
14,9,0,40,8.57,H019842
14,10,0,40,8.57,H019842
4,1,0,40,1.23,H008228
4,2,0,40,1.23,H008228
4,3,0,40,1.23,H008228
4,4,0,40,1.23,H008228
4,5,0,40,1.23,H008228
4,6,0,40,1.23,H008228
4,7,0,40,1.23,H008228
4,8,0,40,1.23,H008228
4,9,0,40,1.23,H008228
4,10,0,40,1.23,H008228
5,1,0,40,1.44,H016021
5,2,0,40,1.44,H016021
5,3,0,40,1.44,H016021
5,4,0,40,1.44,H016021
5,5,0,40,1.44,H016021
5,6,0,40,1.44,H016021
5,7,0,40,1.44,H016021
5,8,0,40,1.44,H016021
5,9,0,40,1.44,H016021
5,10,0,40,1.44,H016021
14,1,0,40,8.76,H013405
14,2,0,40,8.76,H013405
14,3,0,40,8.76,H013405
14,4,0,40,8.76,H013405
14,5,0,40,8.76,H013405
14,6,0,40,8.76,H013405
14,7,0,40,8.76,H013405
14,8,0,40,8.76,H013405
14,9,0,40,8.76,H013405
14,10,0,40,8.76,H013405
14,1,1,40,6.26,H047718
14,2,1,40,5.89,H047718
5,3,1,40,1.47,H047718
8,4,1,40,2.06,H047718
2,5,1,40,0.73,H047718
8,6,1,40,2.02,H047718
5,7,1,40,1.29,H047718
11,8,1,40,3.61,H047718
7,9,1,40,1.80,H047718
7,10,1,40,1.84,H047718
12,1,0,40,4.32,H024345
12,2,0,40,4.32,H024345
12,3,0,40,4.32,H024345
12,4,0,40,4.32,H024345
12,5,0,40,4.32,H024345
12,6,0,40,4.32,H024345
12,7,0,40,4.32,H024345
12,8,0,40,4.32,H024345
12,9,0,40,4.32,H024345
12,10,0,40,4.32,H024345
13,1,0,40,4.57,H001306
13,2,0,40,4.57,H001306
13,3,0,40,4.57,H001306
13,4,0,40,4.57,H001306
13,5,0,40,4.57,H001306
13,6,0,40,4.57,H001306
13,7,0,40,4.57,H001306
13,8,0,40,4.57,H001306
13,9,0,40,4.57,H001306
13,10,0,40,4.57,H001306
11,1,0,40,3.60,H053587
11,2,0,40,3.60,H053587
11,3,0,40,3.60,H053587
11,4,0,40,3.60,H053587
11,5,0,40,3.60,H053587
11,6,0,40,3.60,H053587
11,7,0,40,3.60,H053587
11,8,0,40,3.60,H053587
11,9,0,40,3.60,H053587
11,10,0,40,3.60,H053587
4,1,0,40,1.23,H062733
4,2,0,40,1.23,H062733
4,3,0,40,1.23,H062733
4,4,0,40,1.23,H062733
4,5,0,40,1.23,H062733
4,6,0,40,1.23,H062733
4,7,0,40,1.23,H062733
4,8,0,40,1.23,H062733
4,9,0,40,1.23,H062733
4,10,0,40,1.23,H062733
14,1,0,40,11.00,H003845
14,2,0,40,11.00,H003845
14,3,0,40,11.00,H003845
14,4,0,40,11.00,H003845
14,5,0,40,11.00,H003845
14,6,0,40,11.00,H003845
14,7,0,40,11.00,H003845
14,8,0,40,11.00,H003845
14,9,0,40,11.00,H003845
14,10,0,40,11.00,H003845
14,1,2,40,7.19,H060298
14,2,2,40,6.72,H060298
14,3,2,40,7.11,H060298
14,4,2,40,7.18,H060298
14,5,2,40,7.02,H060298
14,6,2,40,7.11,H060298
14,7,2,40,7.13,H060298
14,8,2,40,7.09,H060298
14,9,2,40,7.04,H060298
14,10,2,40,5.76,H060298
10,1,0,40,3.48,H002899
10,2,0,40,3.48,H002899
10,3,0,40,3.48,H002899
10,4,0,40,3.48,H002899
10,5,0,40,3.48,H002899
10,6,0,40,3.48,H002899
10,7,0,40,3.48,H002899
10,8,0,40,3.48,H002899
10,9,0,40,3.48,H002899
10,10,0,40,3.48,H002899
14,1,1,40,5.78,H007325
12,2,1,40,4.33,H007325
11,3,1,40,3.90,H007325
11,4,1,40,3.61,H007325
12,5,1,40,4.19,H007325
14,6,1,40,6.93,H007325
12,7,1,40,4.33,H007325
5,8,1,40,1.44,H007325
8,9,1,40,2.31,H007325
5,10,1,40,1.44,H007325
12,1,1,40,4.11,H022657
6,2,1,40,1.64,H022657
8,3,1,40,2.19,H022657
14,4,1,40,5.49,H022657
6,5,1,40,1.51,H022657
10,6,1,40,3.29,H022657
10,7,1,40,3.29,H022657
8,8,1,40,2.19,H022657
9,9,1,40,2.74,H022657
